"order_id";"account_src";"date";"bank";"account_dst";"amount";"k_symbol"
"164";164;1166;930914;"EF";69850820;4397;"household"
"165";165;1166;931214;"EF";69850820;4397;"household"
"166";166;1166;940114;"EF";69850820;4397;"household"
"167";167;1166;931114;"EF";69850820;4397;"household"
"168";168;1166;931014;"EF";69850820;4397;"household"
"169";169;1250;961105;"YZ";14470041;61;"household"
"170";170;1250;961013;"IJ";49418222;10069;" "
"171";171;1250;960905;"YZ";14470041;61;"household"
"172";172;1250;961113;"IJ";49418222;10069;" "
"173";173;1250;960913;"IJ";49418222;10069;" "
"174";174;1250;960813;"IJ";49418222;10069;" "
"175";175;1250;961005;"YZ";14470041;61;"household"
"176";176;1256;941008;"AB";72944313;1178;"household"
"177";177;1256;950412;"ST";69528400;5450;" "
"178";178;1256;940908;"AB";72944313;1178;"household"
"179";179;1256;950512;"ST";69528400;5450;" "
"180";180;1256;950308;"AB";72944313;1178;"household"
"181";181;1256;950112;"ST";69528400;5450;" "
"182";182;1256;950508;"AB";72944313;1178;"household"
"183";183;1256;941012;"ST";69528400;5450;" "
"184";184;1256;950108;"AB";72944313;1178;"household"
"185";185;1256;941108;"AB";72944313;1178;"household"
"186";186;1256;950208;"AB";72944313;1178;"household"
"187";187;1256;950312;"ST";69528400;5450;" "
"188";188;1256;940912;"ST";69528400;5450;" "
"189";189;1256;950212;"ST";69528400;5450;" "
"190";190;1256;941212;"ST";69528400;5450;" "
"191";191;1256;941112;"ST";69528400;5450;" "
"192";192;1256;941208;"AB";72944313;1178;"household"
"193";193;1256;950408;"AB";72944313;1178;"household"
"194";194;1375;941208;"CD";90090238;5930;"household"
"195";195;1375;950108;"CD";90090238;5930;"household"
"196";196;1375;941008;"CD";90090238;5930;"household"
"197";197;1375;950208;"CD";90090238;5930;"household"
"198";198;1375;950508;"CD";90090238;5930;"household"
"199";199;1375;950708;"CD";90090238;5930;"household"
"200";200;1375;950608;"CD";90090238;5930;"household"
"201";201;1375;941108;"CD";90090238;5930;"household"
"202";202;1375;950408;"CD";90090238;5930;"household"
"203";203;1375;950308;"CD";90090238;5930;"household"
"204";204;1375;950808;"CD";90090238;5930;"household"
"205";205;1375;940908;"CD";90090238;5930;"household"
"206";206;1603;931105;"MN";3211814;1187;" "
"207";207;1603;931008;"WX";92258166;2359;"household"
"208";208;1603;931208;"WX";92258166;2359;"household"
"209";209;1603;931005;"MN";3211814;1187;" "
"210";210;1603;940205;"MN";3211814;1187;" "
"211";211;1603;931205;"MN";3211814;1187;" "
"212";212;1603;940105;"MN";3211814;1187;" "
"213";213;1603;940108;"WX";92258166;2359;"household"
"214";214;1603;931108;"WX";92258166;2359;"household"
"215";215;1762;941206;"QR";49858301;3352;" "
"216";216;1762;950210;"MN";87955689;1972;"insurrance payment"
"217";217;1762;950206;"QR";49858301;3352;" "
"218";218;1762;941105;"CD";73894780;853;"household"
"219";219;1762;941210;"MN";87955689;1972;"insurrance payment"
"220";220;1762;941110;"MN";87955689;1972;"insurrance payment"
"221";221;1762;950110;"MN";87955689;1972;"insurrance payment"
"222";222;1762;940810;"MN";87955689;1972;"insurrance payment"
"223";223;1762;940706;"QR";49858301;3352;" "
"224";224;1762;950106;"QR";49858301;3352;" "
"225";225;1762;940610;"MN";87955689;1972;"insurrance payment"
"226";226;1762;940710;"MN";87955689;1972;"insurrance payment"
"227";227;1762;950405;"CD";73894780;853;"household"
"228";228;1762;950406;"QR";49858301;3352;" "
"229";229;1762;941010;"MN";87955689;1972;"insurrance payment"
"230";230;1762;941005;"CD";73894780;853;"household"
"231";231;1762;950410;"MN";87955689;1972;"insurrance payment"
"232";232;1762;941205;"CD";73894780;853;"household"
"233";233;1762;940906;"QR";49858301;3352;" "
"234";234;1762;940805;"CD";73894780;853;"household"
"235";235;1762;941106;"QR";49858301;3352;" "
"236";236;1762;940605;"CD";73894780;853;"household"
"237";237;1762;950306;"QR";49858301;3352;" "
"238";238;1762;940705;"CD";73894780;853;"household"
"239";239;1762;950305;"CD";73894780;853;"household"
"240";240;1762;941006;"QR";49858301;3352;" "
"241";241;1762;940806;"QR";49858301;3352;" "
"242";242;1762;940905;"CD";73894780;853;"household"
"243";243;1762;940606;"QR";49858301;3352;" "
"244";244;1762;950205;"CD";73894780;853;"household"
"245";245;1762;950310;"MN";87955689;1972;"insurrance payment"
"246";246;1762;950105;"CD";73894780;853;"household"
"247";247;1762;940910;"MN";87955689;1972;"insurrance payment"
"248";248;1766;951207;"OP";41643542;2390;" "
"249";249;1766;950707;"OP";41643542;2390;" "
"250";250;1766;951107;"OP";41643542;2390;" "
"251";251;1766;950808;"KL";85209738;4353;"household"
"252";252;1766;960307;"OP";41643542;2390;" "
"253";253;1766;960409;"EF";6482232;43;" "
"254";254;1766;960509;"EF";6482232;43;" "
"255";255;1766;960507;"OP";41643542;2390;" "
"256";256;1766;960308;"KL";85209738;4353;"household"
"257";257;1766;960106;"YZ";88636147;49;"insurrance payment"
"258";258;1766;950209;"EF";6482232;43;" "
"259";259;1766;960508;"KL";85209738;4353;"household"
"260";260;1766;960109;"EF";6482232;43;" "
"261";261;1766;960208;"KL";85209738;4353;"household"
"262";262;1766;950207;"OP";41643542;2390;" "
"263";263;1766;951009;"EF";6482232;43;" "
"264";264;1766;951006;"YZ";88636147;49;"insurrance payment"
"265";265;1766;960206;"YZ";88636147;49;"insurrance payment"
"266";266;1766;950709;"EF";6482232;43;" "
"267";267;1766;950708;"KL";85209738;4353;"household"
"268";268;1766;960209;"EF";6482232;43;" "
"269";269;1766;950809;"EF";6482232;43;" "
"270";270;1766;950909;"EF";6482232;43;" "
"271";271;1766;960608;"KL";85209738;4353;"household"
"272";272;1766;950408;"KL";85209738;4353;"household"
"273";273;1766;950607;"OP";41643542;2390;" "
"274";274;1766;950409;"EF";6482232;43;" "
"275";275;1766;960406;"YZ";88636147;49;"insurrance payment"
"276";276;1766;950208;"KL";85209738;4353;"household"
"277";277;1766;950906;"YZ";88636147;49;"insurrance payment"
"278";278;1766;960609;"EF";6482232;43;" "
"279";279;1766;950706;"YZ";88636147;49;"insurrance payment"
"280";280;1766;950308;"KL";85209738;4353;"household"
"281";281;1766;950206;"YZ";88636147;49;"insurrance payment"
"282";282;1766;951108;"KL";85209738;4353;"household"
"283";283;1766;960606;"YZ";88636147;49;"insurrance payment"
"284";284;1766;950407;"OP";41643542;2390;" "
"285";285;1766;960107;"OP";41643542;2390;" "
"286";286;1766;950806;"YZ";88636147;49;"insurrance payment"
"287";287;1766;960306;"YZ";88636147;49;"insurrance payment"
"288";288;1766;951209;"EF";6482232;43;" "
"289";289;1766;960407;"OP";41643542;2390;" "
"290";290;1766;960207;"OP";41643542;2390;" "
"291";291;1766;950307;"OP";41643542;2390;" "
"292";292;1766;951206;"YZ";88636147;49;"insurrance payment"
"293";293;1766;951008;"KL";85209738;4353;"household"
"294";294;1766;950608;"KL";85209738;4353;"household"
"295";295;1766;950506;"YZ";88636147;49;"insurrance payment"
"296";296;1766;950309;"EF";6482232;43;" "
"297";297;1766;960506;"YZ";88636147;49;"insurrance payment"
"298";298;1766;950908;"KL";85209738;4353;"household"
"299";299;1766;950606;"YZ";88636147;49;"insurrance payment"
"300";300;1766;951208;"KL";85209738;4353;"household"
"301";301;1766;960607;"OP";41643542;2390;" "
"302";302;1766;950508;"KL";85209738;4353;"household"
"303";303;1766;951106;"YZ";88636147;49;"insurrance payment"
"304";304;1766;950609;"EF";6482232;43;" "
"305";305;1766;960408;"KL";85209738;4353;"household"
"306";306;1766;950807;"OP";41643542;2390;" "
"307";307;1766;950509;"EF";6482232;43;" "
"308";308;1766;951109;"EF";6482232;43;" "
"309";309;1766;951007;"OP";41643542;2390;" "
"310";310;1766;960309;"EF";6482232;43;" "
"311";311;1766;950907;"OP";41643542;2390;" "
"312";312;1766;950507;"OP";41643542;2390;" "
"313";313;1766;950406;"YZ";88636147;49;"insurrance payment"
"314";314;1766;960108;"KL";85209738;4353;"household"
"315";315;1766;950306;"YZ";88636147;49;"insurrance payment"
"316";316;1772;950812;"IJ";88971179;11994;"household"
"317";317;1772;950712;"IJ";88971179;11994;"household"
"318";318;1772;960212;"IJ";88971179;11994;"household"
"319";319;1772;951112;"IJ";88971179;11994;"household"
"320";320;1772;951012;"IJ";88971179;11994;"household"
"321";321;1772;960312;"IJ";88971179;11994;"household"
"322";322;1772;950912;"IJ";88971179;11994;"household"
"323";323;1772;960112;"IJ";88971179;11994;"household"
"324";324;1772;951212;"IJ";88971179;11994;"household"
"325";325;1801;930605;"AB";73968469;956;"insurrance payment"
"326";326;1801;930505;"AB";73968469;956;"insurrance payment"
"327";327;1801;930705;"AB";73968469;956;"insurrance payment"
"328";328;1801;930512;"QR";49547737;4167;"household"
"329";329;1801;930612;"QR";49547737;4167;"household"
"330";330;1801;930609;"YZ";80957543;3419;" "
"331";331;1801;930509;"YZ";80957543;3419;" "
"332";332;1801;930709;"YZ";80957543;3419;" "
"333";333;1811;940613;"KL";87739562;6745;" "
"334";334;1811;940411;"ST";37117743;4206;"household"
"335";335;1811;940413;"KL";87739562;6745;" "
"336";336;1811;940311;"ST";37117743;4206;"household"
"337";337;1811;940513;"KL";87739562;6745;" "
"338";338;1811;940313;"KL";87739562;6745;" "
"339";339;1811;940611;"ST";37117743;4206;"household"
"340";340;1811;940511;"ST";37117743;4206;"household"
"341";341;1843;930613;"QR";62958741;6994;"household"
"342";342;1843;930713;"QR";62958741;6994;"household"
"343";343;1967;960114;"KL";91595464;14164;"household"
"344";344;1967;951214;"KL";91595464;14164;"household"
"345";345;1967;951014;"KL";91595464;14164;"household"
"346";346;1967;960414;"KL";91595464;14164;"household"
"347";347;1967;951114;"KL";91595464;14164;"household"
"348";348;1967;960214;"KL";91595464;14164;"household"
"349";349;1978;941112;"OP";85430520;7001;"household"
"350";350;1978;940412;"OP";85430520;7001;"household"
"351";351;1978;940610;"UV";57071173;5900;" "
"352";352;1978;940510;"UV";57071173;5900;" "
"353";353;1978;931212;"OP";85430520;7001;"household"
"354";354;1978;931114;"KL";25988853;356;"insurrance payment"
"355";355;1978;941110;"UV";57071173;5900;" "
"356";356;1978;940212;"OP";85430520;7001;"household"
"357";357;1978;940210;"UV";57071173;5900;" "
"358";358;1978;940914;"KL";25988853;356;"insurrance payment"
"359";359;1978;940614;"KL";25988853;356;"insurrance payment"
"360";360;1978;940612;"OP";85430520;7001;"household"
"361";361;1978;940812;"OP";85430520;7001;"household"
"362";362;1978;931112;"OP";85430520;7001;"household"
"363";363;1978;940712;"OP";85430520;7001;"household"
"364";364;1978;941010;"UV";57071173;5900;" "
"365";365;1978;940110;"UV";57071173;5900;" "
"366";366;1978;940810;"UV";57071173;5900;" "
"367";367;1978;940112;"OP";85430520;7001;"household"
"368";368;1978;940114;"KL";25988853;356;"insurrance payment"
"369";369;1978;941014;"KL";25988853;356;"insurrance payment"
"370";370;1978;940814;"KL";25988853;356;"insurrance payment"
"371";371;1978;940714;"KL";25988853;356;"insurrance payment"
"372";372;1978;940312;"OP";85430520;7001;"household"
"373";373;1978;931110;"UV";57071173;5900;" "
"374";374;1978;940314;"KL";25988853;356;"insurrance payment"
"375";375;1978;941114;"KL";25988853;356;"insurrance payment"
"376";376;1978;940910;"UV";57071173;5900;" "
"377";377;1978;940710;"UV";57071173;5900;" "
"378";378;1978;940514;"KL";25988853;356;"insurrance payment"
"379";379;1978;940912;"OP";85430520;7001;"household"
"380";380;1978;940214;"KL";25988853;356;"insurrance payment"
"381";381;1978;940410;"UV";57071173;5900;" "
"382";382;1978;931214;"KL";25988853;356;"insurrance payment"
"383";383;1978;931210;"UV";57071173;5900;" "
"384";384;1978;940310;"UV";57071173;5900;" "
"385";385;1978;940512;"OP";85430520;7001;"household"
"386";386;1978;941012;"OP";85430520;7001;"household"
"387";387;1978;940414;"KL";25988853;356;"insurrance payment"
"388";388;2062;960910;"ST";30643040;107;"household"
"389";389;2062;960805;"YZ";28156739;3136;" "
"390";390;2062;960905;"YZ";28156739;3136;" "
"391";391;2062;961005;"YZ";28156739;3136;" "
"392";392;2062;960810;"ST";30643040;107;"household"
"393";393;2062;961010;"ST";30643040;107;"household"
"394";394;2106;960614;"IJ";64902251;3468;"household"
"395";395;2106;960714;"IJ";64902251;3468;"household"
"396";396;2106;960814;"IJ";64902251;3468;"household"
"397";397;2106;960914;"IJ";64902251;3468;"household"
"398";398;2143;960813;"MN";66855954;7264;"household"
"399";399;2143;960613;"MN";66855954;7264;"household"
"400";400;2143;960713;"MN";66855954;7264;"household"
"401";401;2153;961005;"AB";94730412;2223;"insurrance payment"
"402";402;2153;960913;"CD";79112446;10303;" "
"403";403;2153;960813;"CD";79112446;10303;" "
"404";404;2153;960805;"AB";94730412;2223;"insurrance payment"
"405";405;2153;961111;"KL";60141891;1737;"household"
"406";406;2153;960711;"KL";60141891;1737;"household"
"407";407;2153;961011;"KL";60141891;1737;"household"
"408";408;2153;960611;"KL";60141891;1737;"household"
"409";409;2153;960511;"KL";60141891;1737;"household"
"410";410;2153;960713;"CD";79112446;10303;" "
"411";411;2153;960513;"CD";79112446;10303;" "
"412";412;2153;960905;"AB";94730412;2223;"insurrance payment"
"413";413;2153;960605;"AB";94730412;2223;"insurrance payment"
"414";414;2153;961105;"AB";94730412;2223;"insurrance payment"
"415";415;2153;960705;"AB";94730412;2223;"insurrance payment"
"416";416;2153;961113;"CD";79112446;10303;" "
"417";417;2153;960911;"KL";60141891;1737;"household"
"418";418;2153;961013;"CD";79112446;10303;" "
"419";419;2153;960811;"KL";60141891;1737;"household"
"420";420;2153;960613;"CD";79112446;10303;" "
"421";421;2167;941012;"IJ";18770349;5922;"household"
"422";422;2167;940612;"IJ";18770349;5922;"household"
"423";423;2167;940512;"IJ";18770349;5922;"household"
"424";424;2167;940312;"IJ";18770349;5922;"household"
"425";425;2167;940212;"IJ";18770349;5922;"household"
"426";426;2167;940412;"IJ";18770349;5922;"household"
"427";427;2167;940812;"IJ";18770349;5922;"household"
"428";428;2167;940712;"IJ";18770349;5922;"household"
"429";429;2167;940912;"IJ";18770349;5922;"household"
"430";430;2167;940112;"IJ";18770349;5922;"household"
"431";431;2176;931005;"KL";62845337;1085;"household"
"432";432;2176;940305;"KL";62845337;1085;"household"
"433";433;2176;931105;"KL";62845337;1085;"household"
"434";434;2176;940405;"KL";62845337;1085;"household"
"435";435;2176;940510;"EF";57953965;5135;" "
"436";436;2176;931110;"EF";57953965;5135;" "
"437";437;2176;940205;"KL";62845337;1085;"household"
"438";438;2176;931010;"EF";57953965;5135;" "
"439";439;2176;930910;"EF";57953965;5135;" "
"440";440;2176;940605;"KL";62845337;1085;"household"
"441";441;2176;940105;"KL";62845337;1085;"household"
"442";442;2176;940710;"EF";57953965;5135;" "
"443";443;2176;930905;"KL";62845337;1085;"household"
"444";444;2176;940110;"EF";57953965;5135;" "
"445";445;2176;940505;"KL";62845337;1085;"household"
"446";446;2176;930805;"KL";62845337;1085;"household"
"447";447;2176;931205;"KL";62845337;1085;"household"
"448";448;2176;931210;"EF";57953965;5135;" "
"449";449;2176;940410;"EF";57953965;5135;" "
"450";450;2176;940310;"EF";57953965;5135;" "
"451";451;2176;930810;"EF";57953965;5135;" "
"452";452;2176;940705;"KL";62845337;1085;"household"
"453";453;2176;940610;"EF";57953965;5135;" "
"454";454;2176;940210;"EF";57953965;5135;" "
"455";455;2227;950811;"EF";69415771;13386;"household"
"456";456;2227;950711;"EF";69415771;13386;"household"
"457";457;2227;950411;"EF";69415771;13386;"household"
"458";458;2227;950311;"EF";69415771;13386;"household"
"459";459;2227;950511;"EF";69415771;13386;"household"
"460";460;2227;951111;"EF";69415771;13386;"household"
"461";461;2227;950611;"EF";69415771;13386;"household"
"462";462;2227;950211;"EF";69415771;13386;"household"
"463";463;2227;950911;"EF";69415771;13386;"household"
"464";464;2227;951211;"EF";69415771;13386;"household"
"465";465;2227;951011;"EF";69415771;13386;"household"
"466";466;2228;950313;"ST";68287300;4625;"household"
"467";467;2268;950813;"ST";1695228;5742;"household"
"468";468;2268;960713;"ST";1695228;5742;"household"
"469";469;2268;950713;"ST";1695228;5742;"household"
"470";470;2268;951213;"ST";1695228;5742;"household"
"471";471;2268;960513;"ST";1695228;5742;"household"
"472";472;2268;951013;"ST";1695228;5742;"household"
"473";473;2268;960213;"ST";1695228;5742;"household"
"474";474;2268;960113;"ST";1695228;5742;"household"
"475";475;2268;960613;"ST";1695228;5742;"household"
"476";476;2268;960413;"ST";1695228;5742;"household"
"477";477;2268;950913;"ST";1695228;5742;"household"
"478";478;2268;960313;"ST";1695228;5742;"household"
"479";479;2268;951113;"ST";1695228;5742;"household"
"480";480;2322;951013;"ST";14182174;1612;" "
"481";481;2322;960314;"EF";97367155;1019;"insurrance payment"
"482";482;2322;951014;"EF";97367155;1019;"insurrance payment"
"483";483;2322;960209;"ST";75713777;3359;"household"
"484";484;2322;960509;"ST";75713777;3359;"household"
"485";485;2322;951207;"QR";87459748;690;" "
"486";486;2322;950914;"EF";97367155;1019;"insurrance payment"
"487";487;2322;950813;"ST";14182174;1612;" "
"488";488;2322;960507;"QR";87459748;690;" "
"489";489;2322;960213;"ST";14182174;1612;" "
"490";490;2322;950307;"QR";87459748;690;" "
"491";491;2322;950609;"ST";75713777;3359;"household"
"492";492;2322;950407;"QR";87459748;690;" "
"493";493;2322;960514;"EF";97367155;1019;"insurrance payment"
"494";494;2322;951209;"ST";75713777;3359;"household"
"495";495;2322;960307;"QR";87459748;690;" "
"496";496;2322;950313;"ST";14182174;1612;" "
"497";497;2322;960107;"QR";87459748;690;" "
"498";498;2322;960409;"ST";75713777;3359;"household"
"499";499;2322;950513;"ST";14182174;1612;" "
"500";500;2322;950707;"QR";87459748;690;" "
"501";501;2322;950509;"ST";75713777;3359;"household"
"502";502;2322;950807;"QR";87459748;690;" "
"503";503;2322;950613;"ST";14182174;1612;" "
"504";504;2322;951114;"EF";97367155;1019;"insurrance payment"
"505";505;2322;951214;"EF";97367155;1019;"insurrance payment"
"506";506;2322;950309;"ST";75713777;3359;"household"
"507";507;2322;951113;"ST";14182174;1612;" "
"508";508;2322;950909;"ST";75713777;3359;"household"
"509";509;2322;960413;"ST";14182174;1612;" "
"510";510;2322;960113;"ST";14182174;1612;" "
"511";511;2322;951009;"ST";75713777;3359;"household"
"512";512;2322;950413;"ST";14182174;1612;" "
"513";513;2322;951109;"ST";75713777;3359;"household"
"514";514;2322;960609;"ST";75713777;3359;"household"
"515";515;2322;950607;"QR";87459748;690;" "
"516";516;2322;960513;"ST";14182174;1612;" "
"517";517;2322;960313;"ST";14182174;1612;" "
"518";518;2322;951213;"ST";14182174;1612;" "
"519";519;2322;960607;"QR";87459748;690;" "
"520";520;2322;950814;"EF";97367155;1019;"insurrance payment"
"521";521;2322;950713;"ST";14182174;1612;" "
"522";522;2322;950514;"EF";97367155;1019;"insurrance payment"
"523";523;2322;951007;"QR";87459748;690;" "
"524";524;2322;950614;"EF";97367155;1019;"insurrance payment"
"525";525;2322;960407;"QR";87459748;690;" "
"526";526;2322;950913;"ST";14182174;1612;" "
"527";527;2322;960214;"EF";97367155;1019;"insurrance payment"
"528";528;2322;950714;"EF";97367155;1019;"insurrance payment"
"529";529;2322;951107;"QR";87459748;690;" "
"530";530;2322;950409;"ST";75713777;3359;"household"
"531";531;2322;950414;"EF";97367155;1019;"insurrance payment"
"532";532;2322;950314;"EF";97367155;1019;"insurrance payment"
"533";533;2322;950907;"QR";87459748;690;" "
"534";534;2322;960309;"ST";75713777;3359;"household"
